panel,kind,arm,seed,stage,condition,channel,nmae,mae,pinball
electricity,shape,B0,81551,selected,STEP12_D63,1,0.26439302799127185,7.301422264233234,0.20869811158928783
electricity,shape,B0,81551,selected,STEP12_D63,2,0.023175796889113854,1.4551960297027433,0.019450507280122986
electricity,shape,B0,81551,selected,STEP12_D63,3,0.3217810434917058,45.60893277562262,0.2504712952462133
electricity,shape,B0,81551,selected,STEP8_D31,0,0.2998978644549799,7.244305686803124,0.26171526936140027
electricity,shape,B0,81551,selected,STEP8_D31,1,0.23991694922225076,6.625496019797029,0.19206073301413074
electricity,shape,B0,81551,selected,STEP8_D31,2,0.021026276467158458,1.3202287792232688,0.017500300122389525
electricity,shape,B0,81551,selected,STEP8_D31,3,0.27914039797068924,39.565089067572366,0.2177900441716141
electricity,shape,B0,81551,selected,STEP8_D33,0,0.30002121261114034,7.247285273706001,0.2603192247766057
electricity,shape,B0,81551,selected,STEP8_D33,1,0.24976914316589718,6.897572136017678,0.19780308530926485
electricity,shape,B0,81551,selected,STEP8_D33,2,0.025962458062291294,1.6301690109873435,0.02053767192373459
electricity,shape,B0,81551,selected,STEP8_D33,3,0.28366878615369423,40.206938413262364,0.2215443940781131
electricity,shape,B0,81551,selected,RAMP8_D32,0,0.46346060209745227,11.195312382385396,0.37857125004325953
electricity,shape,B0,81551,selected,RAMP8_D32,1,0.7309655254143234,20.18619024183676,0.5531911079904355
electricity,shape,B0,81551,selected,RAMP8_D32,2,0.0794817198978295,4.990615156952623,0.05961458254439347
electricity,shape,B0,81551,selected,RAMP8_D32,3,0.7809907845111616,110.69687574702792,0.598466371769343
electricity,shape,B0,81551,selected,PULSE8_D32,0,1.734727704949544,41.90392552764388,1.6269390874491318
electricity,shape,B0,81551,selected,PULSE8_D32,1,4.572502720279381,126.27327361376956,4.446294972544392
electricity,shape,B0,81551,selected,PULSE8_D32,2,0.7849000254083834,49.283457485958934,0.7670013593350334
electricity,shape,B0,81551,selected,PULSE8_D32,3,4.8821288107269325,691.9881989136338,4.724828403474175
electricity,shape,B0,81551,selected,PAIRED_SHIFT8_D32,0,0.2983072056933904,7.205881877639669,0.2602433270130435
electricity,shape,B0,81551,selected,PAIRED_SHIFT8_D32,1,0.24481883131869517,6.760865365000813,0.1942798845260191
electricity,shape,B0,81551,selected,PAIRED_SHIFT8_D32,2,0.021723453422013997,1.3640041515032426,0.017896242330698968
electricity,shape,B0,81551,selected,PAIRED_SHIFT8_D32,3,0.28083364811583045,39.80508869963289,0.21963634655476236
electricity,shape,B0,81552,fixed1024,STEP6_D17,0,0.33606997863460614,8.118076005012561,0.28865301192532644
electricity,shape,B0,81552,fixed1024,STEP6_D17,1,0.2931118513070218,8.094515249904243,0.23428118859107494
electricity,shape,B0,81552,fixed1024,STEP6_D17,2,0.027879696030258055,1.7505513690279024,0.024728259925271834
electricity,shape,B0,81552,fixed1024,STEP6_D17,3,0.3267826338343419,46.31785333611666,0.26108005100286813
electricity,shape,B0,81552,fixed1024,STEP6_D63,0,0.2799073314957147,6.761416180863445,0.2410203506237208
electricity,shape,B0,81552,fixed1024,STEP6_D63,1,0.19962915849551302,5.512916862835737,0.16096909604662052
electricity,shape,B0,81552,fixed1024,STEP6_D63,2,0.01703265873899145,1.069471634172999,0.014238028416217971
electricity,shape,B0,81552,fixed1024,STEP6_D63,3,0.2664582568138669,37.76753468961419,0.2085609811324381
electricity,shape,B0,81552,fixed1024,STEP12_D17,0,0.3685617527046554,8.902944360436667,0.31601893621000954
electricity,shape,B0,81552,fixed1024,STEP12_D17,1,0.4783113257491489,13.20894499220698,0.3800377610588672
electricity,shape,B0,81552,fixed1024,STEP12_D17,2,0.04344649554761427,2.727982477922191,0.03983744190206027
electricity,shape,B0,81552,fixed1024,STEP12_D17,3,0.47494670345661305,67.31848475255066,0.3818453245585014
electricity,shape,B0,81552,fixed1024,STEP12_D63,0,0.29161836211413183,7.044306777171976,0.25161007522629714
electricity,shape,B0,81552,fixed1024,STEP12_D63,1,0.23472209721917794,6.48203607925773,0.189040069173346
electricity,shape,B0,81552,fixed1024,STEP12_D63,2,0.02417726639242504,1.5180777701692976,0.02032222221775094
electricity,shape,B0,81552,fixed1024,STEP12_D63,3,0.29780219788812207,42.21019447425009,0.23579191631074758
electricity,shape,B0,81552,fixed1024,STEP8_D31,0,0.3045725504801011,7.357226979581748,0.26336205775379634
electricity,shape,B0,81552,fixed1024,STEP8_D31,1,0.25521381863857234,7.047931148960437,0.2062430440413538
electricity,shape,B0,81552,fixed1024,STEP8_D31,2,0.022408388132069176,1.40701083970675,0.01936263427964212
electricity,shape,B0,81552,fixed1024,STEP8_D31,3,0.279025327397161,39.548779076170895,0.22303854257885566
electricity,shape,B0,81552,fixed1024,STEP8_D33,0,0.3006299608083446,7.261990140093935,0.25927872476991226
electricity,shape,B0,81552,fixed1024,STEP8_D33,1,0.26583277509607284,7.341182017528264,0.21217881003931527
electricity,shape,B0,81552,fixed1024,STEP8_D33,2,0.026755598729716192,1.6799698940272976,0.022204310825608118
electricity,shape,B0,81552,fixed1024,STEP8_D33,3,0.283033956792531,40.116958315792665,0.22491962958485026
electricity,shape,B0,81552,fixed1024,RAMP8_D32,0,0.4262509567833484,10.296479555940392,0.35157845516448116
electricity,shape,B0,81552,fixed1024,RAMP8_D32,1,0.6245077792598761,17.246275510054076,0.47995272691975893
electricity,shape,B0,81552,fixed1024,RAMP8_D32,2,0.07104793258245003,4.461062111790135,0.05289728287226238
electricity,shape,B0,81552,fixed1024,RAMP8_D32,3,0.7177726575713207,101.73639979570207,0.5495792147609009
electricity,shape,B0,81552,fixed1024,PULSE8_D32,0,1.7406244977172998,42.04636792035308,1.6204681523989206
electricity,shape,B0,81552,fixed1024,PULSE8_D32,1,4.489214119110532,123.97319311788306,4.351782354167952
electricity,shape,B0,81552,fixed1024,PULSE8_D32,2,0.7854970929003632,49.32094703800976,0.7651507940574328
electricity,shape,B0,81552,fixed1024,PULSE8_D32,3,4.790004832562385,678.9306356664747,4.613534756811865
electricity,shape,B0,81552,fixed1024,PAIRED_SHIFT8_D32,0,0.30168532202660925,7.287483350220656,0.26087290964522136
electricity,shape,B0,81552,fixed1024,PAIRED_SHIFT8_D32,1,0.25417251589850964,7.019174751456824,0.20312866853389272
electricity,shape,B0,81552,fixed1024,PAIRED_SHIFT8_D32,2,0.023352484655022866,1.466290161079456,0.019751243814487226
electricity,shape,B0,81552,fixed1024,PAIRED_SHIFT8_D32,3,0.278337897233841,39.451343392059194,0.22171237138783872
electricity,shape,B0,81552,selected,STEP6_D17,0,0.33606997863460614,8.118076005012561,0.28865301192532644
electricity,shape,B0,81552,selected,STEP6_D17,1,0.2931118513070218,8.094515249904243,0.23428118859107494
electricity,shape,B0,81552,selected,STEP6_D17,2,0.027879696030258055,1.7505513690279024,0.024728259925271834
electricity,shape,B0,81552,selected,STEP6_D17,3,0.3267826338343419,46.31785333611666,0.26108005100286813
electricity,shape,B0,81552,selected,STEP6_D63,0,0.2799073314957147,6.761416180863445,0.2410203506237208
electricity,shape,B0,81552,selected,STEP6_D63,1,0.19962915849551302,5.512916862835737,0.16096909604662052
electricity,shape,B0,81552,selected,STEP6_D63,2,0.01703265873899145,1.069471634172999,0.014238028416217971
electricity,shape,B0,81552,selected,STEP6_D63,3,0.2664582568138669,37.76753468961419,0.2085609811324381
electricity,shape,B0,81552,selected,STEP12_D17,0,0.3685617527046554,8.902944360436667,0.31601893621000954
electricity,shape,B0,81552,selected,STEP12_D17,1,0.4783113257491489,13.20894499220698,0.3800377610588672
electricity,shape,B0,81552,selected,STEP12_D17,2,0.04344649554761427,2.727982477922191,0.03983744190206027
electricity,shape,B0,81552,selected,STEP12_D17,3,0.47494670345661305,67.31848475255066,0.3818453245585014
electricity,shape,B0,81552,selected,STEP12_D63,0,0.29161836211413183,7.044306777171976,0.25161007522629714
electricity,shape,B0,81552,selected,STEP12_D63,1,0.23472209721917794,6.48203607925773,0.189040069173346
electricity,shape,B0,81552,selected,STEP12_D63,2,0.02417726639242504,1.5180777701692976,0.02032222221775094
electricity,shape,B0,81552,selected,STEP12_D63,3,0.29780219788812207,42.21019447425009,0.23579191631074758
electricity,shape,B0,81552,selected,STEP8_D31,0,0.3045725504801011,7.357226979581748,0.26336205775379634
electricity,shape,B0,81552,selected,STEP8_D31,1,0.25521381863857234,7.047931148960437,0.2062430440413538
electricity,shape,B0,81552,selected,STEP8_D31,2,0.022408388132069176,1.40701083970675,0.01936263427964212
electricity,shape,B0,81552,selected,STEP8_D31,3,0.279025327397161,39.548779076170895,0.22303854257885566
electricity,shape,B0,81552,selected,STEP8_D33,0,0.3006299608083446,7.261990140093935,0.25927872476991226
electricity,shape,B0,81552,selected,STEP8_D33,1,0.26583277509607284,7.341182017528264,0.21217881003931527
electricity,shape,B0,81552,selected,STEP8_D33,2,0.026755598729716192,1.6799698940272976,0.022204310825608118
electricity,shape,B0,81552,selected,STEP8_D33,3,0.283033956792531,40.116958315792665,0.22491962958485026
electricity,shape,B0,81552,selected,RAMP8_D32,0,0.4262509567833484,10.296479555940392,0.35157845516448116
electricity,shape,B0,81552,selected,RAMP8_D32,1,0.6245077792598761,17.246275510054076,0.47995272691975893
electricity,shape,B0,81552,selected,RAMP8_D32,2,0.07104793258245003,4.461062111790135,0.05289728287226238
electricity,shape,B0,81552,selected,RAMP8_D32,3,0.7177726575713207,101.73639979570207,0.5495792147609009
electricity,shape,B0,81552,selected,PULSE8_D32,0,1.7406244977172998,42.04636792035308,1.6204681523989206
electricity,shape,B0,81552,selected,PULSE8_D32,1,4.489214119110532,123.97319311788306,4.351782354167952
electricity,shape,B0,81552,selected,PULSE8_D32,2,0.7854970929003632,49.32094703800976,0.7651507940574328
electricity,shape,B0,81552,selected,PULSE8_D32,3,4.790004832562385,678.9306356664747,4.613534756811865
electricity,shape,B0,81552,selected,PAIRED_SHIFT8_D32,0,0.30168532202660925,7.287483350220656,0.26087290964522136
electricity,shape,B0,81552,selected,PAIRED_SHIFT8_D32,1,0.25417251589850964,7.019174751456824,0.20312866853389272
electricity,shape,B0,81552,selected,PAIRED_SHIFT8_D32,2,0.023352484655022866,1.466290161079456,0.019751243814487226
electricity,shape,B0,81552,selected,PAIRED_SHIFT8_D32,3,0.278337897233841,39.451343392059194,0.22171237138783872
electricity,shape,C3,81551,fixed1024,STEP6_D17,0,0.3383504072700782,8.173161832857057,0.2878518335675758
electricity,shape,C3,81551,fixed1024,STEP6_D17,1,0.2732928793677453,7.547198688378181,0.22033865243143552
electricity,shape,C3,81551,fixed1024,STEP6_D17,2,0.027617099693487534,1.734063083921191,0.023030365097700792
electricity,shape,C3,81551,fixed1024,STEP6_D17,3,0.3162317665456682,44.822383647561075,0.2505757619387176
electricity,shape,C3,81551,fixed1024,STEP6_D63,0,0.28162274594729353,6.802853577189623,0.2433406276398253
electricity,shape,C3,81551,fixed1024,STEP6_D63,1,0.21278903734315105,5.876337309822442,0.16982875094348274
electricity,shape,C3,81551,fixed1024,STEP6_D63,2,0.01859199271639515,1.167381389930494,0.015255410906452816
electricity,shape,C3,81551,fixed1024,STEP6_D63,3,0.2738424589412425,38.8141643318534,0.21279951343591455
electricity,shape,C3,81551,fixed1024,STEP12_D17,0,0.36753659302172864,8.878180695865709,0.31356371265090904
electricity,shape,C3,81551,fixed1024,STEP12_D17,1,0.3908798085539221,10.794454598511745,0.31307037076437444
electricity,shape,C3,81551,fixed1024,STEP12_D17,2,0.0385371770921586,2.41972896849136,0.033304110154814895
electricity,shape,C3,81551,fixed1024,STEP12_D17,3,0.40077542097993013,56.80551916684506,0.3217589109755219
electricity,shape,C3,81551,fixed1024,STEP12_D63,0,0.28977414118205097,6.999757943153854,0.2515134519881021
electricity,shape,C3,81551,fixed1024,STEP12_D63,1,0.2487347645113859,6.869006952604652,0.19703725155449564
electricity,shape,C3,81551,fixed1024,STEP12_D63,2,0.027309155463624328,1.7147274285902925,0.021973073096865837
electricity,shape,C3,81551,fixed1024,STEP12_D63,3,0.3081988009558942,43.683798901867895,0.23984281711553554
electricity,shape,C3,81551,fixed1024,STEP8_D31,0,0.29940536395560013,7.232408889288766,0.2609865806022603
electricity,shape,C3,81551,fixed1024,STEP8_D31,1,0.23629323485488435,6.525424285825341,0.1899076214548429
electricity,shape,C3,81551,fixed1024,STEP8_D31,2,0.02131531629641623,1.3383774372381065,0.018010829918938494
electricity,shape,C3,81551,fixed1024,STEP8_D31,3,0.27514072134197204,38.99817878440619,0.215823581193163
electricity,shape,C3,81551,fixed1024,STEP8_D33,0,0.29817659720562106,7.202726910823179,0.2592239023383327
electricity,shape,C3,81551,fixed1024,STEP8_D33,1,0.23811253058537912,6.575665574155747,0.1900269712357176
electricity,shape,C3,81551,fixed1024,STEP8_D33,2,0.023696875725312084,1.487914294245092,0.019622646042967186
electricity,shape,C3,81551,fixed1024,STEP8_D33,3,0.2761778778665402,39.145184343507886,0.21664550664824608
electricity,shape,C3,81551,fixed1024,RAMP8_D32,0,0.46630010308007225,11.263903111277243,0.38127665504950775
electricity,shape,C3,81551,fixed1024,RAMP8_D32,1,0.7664478195723923,21.16606181606128,0.5831559675931979
electricity,shape,C3,81551,fixed1024,RAMP8_D32,2,0.08985489502944048,5.641941337413849,0.06866317338992299
electricity,shape,C3,81551,fixed1024,RAMP8_D32,3,0.8338663334475593,118.19140473091598,0.6420297381757666
electricity,shape,C3,81551,fixed1024,PULSE8_D32,0,1.734019780083256,41.886824958608486,1.6276619116571576
electricity,shape,C3,81551,fixed1024,PULSE8_D32,1,4.565746897980519,126.08670624578372,4.438818640607569
electricity,shape,C3,81551,fixed1024,PULSE8_D32,2,0.7891599109586047,49.550933446735144,0.7716790351187792
electricity,shape,C3,81551,fixed1024,PULSE8_D32,3,4.856991924007472,688.425320988521,4.699123126936932
electricity,shape,C3,81551,fixed1024,PAIRED_SHIFT8_D32,0,0.29650878262367586,7.162439332642266,0.2589190723665698
electricity,shape,C3,81551,fixed1024,PAIRED_SHIFT8_D32,1,0.23186270226677394,6.403071629527956,0.18548511884293561
electricity,shape,C3,81551,fixed1024,PAIRED_SHIFT8_D32,2,0.020145553016865315,1.2649286195668525,0.017261995348639918
electricity,shape,C3,81551,fixed1024,PAIRED_SHIFT8_D32,3,0.2734515428768499,38.75875626831949,0.21494002780916788
electricity,shape,C3,81551,selected,STEP6_D17,0,0.3386323280655985,8.179971886092778,0.28809029197641295
electricity,shape,C3,81551,selected,STEP6_D17,1,0.27371972198799266,7.558986284422126,0.22060781015019862
electricity,shape,C3,81551,selected,STEP6_D17,2,0.02701709910989556,1.6963893645992687,0.02279369356700665
electricity,shape,C3,81551,selected,STEP6_D17,3,0.31671086282049365,44.89029028853179,0.2508732640333192
electricity,shape,C3,81551,selected,STEP6_D63,0,0.28004875647061583,6.764832429764695,0.2422013051085141
electricity,shape,C3,81551,selected,STEP6_D63,1,0.2148671402536453,5.933725762813541,0.17131344077502034
electricity,shape,C3,81551,selected,STEP6_D63,2,0.01789874504574763,1.123852735327864,0.014708761176333268
electricity,shape,C3,81551,selected,STEP6_D63,3,0.27585322060088063,39.09916773779394,0.2143672960672455
electricity,shape,C3,81551,selected,STEP12_D17,0,0.36787399712580116,8.886330998884128,0.3138545208820111
electricity,shape,C3,81551,selected,STEP12_D17,1,0.38508764668974327,10.634499474450939,0.3095718750844349
electricity,shape,C3,81551,selected,STEP12_D17,2,0.035992630786032966,2.25995825166185,0.031976568642973296
electricity,shape,C3,81551,selected,STEP12_D17,3,0.39900272316472,56.55425869914291,0.3205703112710946
electricity,shape,C3,81551,selected,STEP12_D63,0,0.29059676972424536,7.01962928380903,0.2517275415081863
electricity,shape,C3,81551,selected,STEP12_D63,1,0.254801632467486,7.03654830233455,0.20149862790218945
electricity,shape,C3,81551,selected,STEP12_D63,2,0.027032594358349878,1.6973623030547553,0.021722715307730078
electricity,shape,C3,81551,selected,STEP12_D63,3,0.31331815593834444,44.40941130810382,0.24363888410636392
electricity,shape,C3,81551,selected,STEP8_D31,0,0.29982376176462106,7.2425156689177035,0.26136204913669325
electricity,shape,C3,81551,selected,STEP8_D31,1,0.2347649326935113,6.483219014709443,0.18821858164339667
electricity,shape,C3,81551,selected,STEP8_D31,2,0.020206441144129807,1.2687517528759358,0.017280045271542963
electricity,shape,C3,81551,selected,STEP8_D31,3,0.27678813017897574,39.231680913946036,0.21644488262057468
electricity,shape,C3,81551,selected,STEP8_D33,0,0.29698455516778083,7.173932051182117,0.2585349577975454
electricity,shape,C3,81551,selected,STEP8_D33,1,0.23458375938679288,6.478215770768378,0.1868634129691953
electricity,shape,C3,81551,selected,STEP8_D33,2,0.021533656894537,1.3520869279204968,0.01802330022851891
electricity,shape,C3,81551,selected,STEP8_D33,3,0.27595327315562185,39.113349089789395,0.21580423134356752
electricity,shape,C3,81551,selected,RAMP8_D32,0,0.4605150983187522,11.12416105953981,0.37732484315075143
electricity,shape,C3,81551,selected,RAMP8_D32,1,0.7529622296307686,20.793646599993856,0.572662006352531
electricity,shape,C3,81551,selected,RAMP8_D32,2,0.089222080348785,5.602207238291666,0.06798087835604025
electricity,shape,C3,81551,selected,RAMP8_D32,3,0.8178924731221396,115.92728527302737,0.6291391376622222
electricity,shape,C3,81551,selected,PULSE8_D32,0,1.741015929386905,42.0558233083575,1.6350991423935402
electricity,shape,C3,81551,selected,PULSE8_D32,1,4.582697738227922,126.55481708562002,4.457070450609091
electricity,shape,C3,81551,selected,PULSE8_D32,2,0.7919900755994632,49.72863798774779,0.7738234747889536
electricity,shape,C3,81551,selected,PULSE8_D32,3,4.876320075492205,691.16487441957,4.719680373668701
electricity,shape,C3,81551,selected,PAIRED_SHIFT8_D32,0,0.29601744067271163,7.150570520918635,0.2587251914880084
electricity,shape,C3,81551,selected,PAIRED_SHIFT8_D32,1,0.22988865001893619,6.34855661775693,0.1836661189690344
electricity,shape,C3,81551,selected,PAIRED_SHIFT8_D32,2,0.018909799411704245,1.1873363042507847,0.016458120956133488
electricity,shape,C3,81551,selected,PAIRED_SHIFT8_D32,3,0.2743173834257797,38.881479667317855,0.21497007594016213
electricity,shape,C3,81552,fixed1024,STEP6_D17,0,0.33128507324105116,8.002492263139839,0.2839318557509486
electricity,shape,C3,81552,fixed1024,STEP6_D17,1,0.2676735780078719,7.3920172436550216,0.21695449120053406
electricity,shape,C3,81552,fixed1024,STEP6_D17,2,0.024860879708340586,1.56100148873362,0.02139997906881299
electricity,shape,C3,81552,fixed1024,STEP6_D17,3,0.3129177947055999,44.35266449557543,0.2505615505766021
electricity,shape,C3,81552,fixed1024,STEP6_D63,0,0.27804292623274945,6.716379775974229,0.23999812129693202
electricity,shape,C3,81552,fixed1024,STEP6_D63,1,0.2027532708690456,5.599191693202407,0.1628249830812855
electricity,shape,C3,81552,fixed1024,STEP6_D63,2,0.015614869028370284,0.9804493680683786,0.013144455995223875
electricity,shape,C3,81552,fixed1024,STEP6_D63,3,0.27146570109970436,38.47728498233559,0.2117358657423537
electricity,shape,C3,81552,fixed1024,STEP12_D17,0,0.3602599979475448,8.702407923451098,0.30867451475753677
electricity,shape,C3,81552,fixed1024,STEP12_D17,1,0.39699881024109535,10.963435662396241,0.3209319169918005
electricity,shape,C3,81552,fixed1024,STEP12_D17,2,0.03735578063125051,2.345549709515118,0.03310783394528624
electricity,shape,C3,81552,fixed1024,STEP12_D17,3,0.409728862001907,58.0745712068617,0.33273530874236695
electricity,shape,C3,81552,fixed1024,STEP12_D63,0,0.28767830600784017,6.949131138262364,0.24918835365588538
electricity,shape,C3,81552,fixed1024,STEP12_D63,1,0.2346237068661343,6.479318951957676,0.18727839573253993
electricity,shape,C3,81552,fixed1024,STEP12_D63,2,0.02032844783673825,1.27641248857924,0.017801811214124507
electricity,shape,C3,81552,fixed1024,STEP12_D63,3,0.30219255655841715,42.83247965078356,0.23696278065955423
electricity,shape,C3,81552,fixed1024,STEP8_D31,0,0.30294883654670646,7.318004692678139,0.2619959835592006
electricity,shape,C3,81552,fixed1024,STEP8_D31,1,0.23738690222336492,6.555626773896064,0.19225815063124319
electricity,shape,C3,81552,fixed1024,STEP8_D31,2,0.021256848796984706,1.3347062938704601,0.01808180864482014
electricity,shape,C3,81552,fixed1024,STEP8_D31,3,0.2701652427930206,38.29295928420424,0.21439567721795436
electricity,shape,C3,81552,fixed1024,STEP8_D33,0,0.3008321285168623,7.266873684974001,0.25903686560771055
electricity,shape,C3,81552,fixed1024,STEP8_D33,1,0.2444399029832722,6.750400959771123,0.19576569305361663
electricity,shape,C3,81552,fixed1024,STEP8_D33,2,0.024948915816303905,1.566529229393052,0.020635530202082877
electricity,shape,C3,81552,fixed1024,STEP8_D33,3,0.2723398004062036,38.601178969615695,0.21563831627468907
electricity,shape,C3,81552,fixed1024,RAMP8_D32,0,0.4133974941106602,9.985992474266475,0.3430453795264248
electricity,shape,C3,81552,fixed1024,RAMP8_D32,1,0.5866813584257623,16.201669026468693,0.4523089071215454
electricity,shape,C3,81552,fixed1024,RAMP8_D32,2,0.06924104064450678,4.3476083226161375,0.0517448912026993
electricity,shape,C3,81552,fixed1024,RAMP8_D32,3,0.6759046416067725,95.80206785105162,0.5203474155268014
electricity,shape,C3,81552,fixed1024,PULSE8_D32,0,1.7482732108160501,42.23112954210956,1.6387175124255833
electricity,shape,C3,81552,fixed1024,PULSE8_D32,1,4.536769520675022,125.28647308750078,4.405133495701675
electricity,shape,C3,81552,fixed1024,PULSE8_D32,2,0.7877976008766897,49.46539471717551,0.7702668613473196
electricity,shape,C3,81552,fixed1024,PULSE8_D32,3,4.845024087323332,686.729011433199,4.678287811794164
electricity,shape,C3,81552,fixed1024,PAIRED_SHIFT8_D32,0,0.30057971222122104,7.260776339768562,0.25976571326662035
electricity,shape,C3,81552,fixed1024,PAIRED_SHIFT8_D32,1,0.2344414242789823,6.474285074361412,0.1881649616056442
electricity,shape,C3,81552,fixed1024,PAIRED_SHIFT8_D32,2,0.020610786089559994,1.2941403581539175,0.01760360077644751
electricity,shape,C3,81552,fixed1024,PAIRED_SHIFT8_D32,3,0.2681620277469873,38.009025527951124,0.21248510074348173
electricity,shape,C3,81552,selected,STEP6_D17,0,0.33265003831198453,8.035464235926712,0.28457238000937696
electricity,shape,C3,81552,selected,STEP6_D17,1,0.26844451448525514,7.413307263301309,0.2174736594470955
