direction,method,baseline,seed,method_score,baseline_score,gain_percent,ci_low,ci_high
OLD_MODEL_NEW_E,C3,C2,73101,0.7416645405570056,0.7364361708560019,-0.709955581748039,-1.4862913258869654,-0.06971768126814662
OLD_MODEL_NEW_E,C3,C2,73102,0.7328848377525881,0.7318629886068859,-0.13962301163052993,-1.1853350835411578,1.0530238865453527
OLD_MODEL_NEW_E,C3,C2,MEAN,0.7372746891547968,0.7341495797314439,-0.4256774790358186,-1.2375363045840126,0.35876172851536453
OLD_MODEL_NEW_E,C3,C0,73101,0.7416645405570056,0.7342089655860822,-1.015456814119943,-4.3059108592146975,2.560435827341121
OLD_MODEL_NEW_E,C3,C0,73102,0.7328848377525881,0.7148330381855914,-2.5253169065627152,-7.9679191552594535,2.0625402823654033
OLD_MODEL_NEW_E,C3,C0,MEAN,0.7372746891547968,0.7245210018858368,-1.7602922807984502,-5.715523465435289,1.3940814611981707
OLD_MODEL_NEW_E,C3,C1,73101,0.7416645405570056,0.7357392231992621,-0.8053556438078765,-4.0641727910216225,1.5656230263615822
OLD_MODEL_NEW_E,C3,C1,73102,0.7328848377525881,0.7393786801290125,0.8782836929097521,-1.7017372750793334,3.0507840468459557
OLD_MODEL_NEW_E,C3,C1,MEAN,0.7372746891547968,0.7375589516641373,0.03854098831004279,-2.5298411977737967,1.9685115930792456
NEW_MODEL_OLD_E,C3,C2,73101,0.5219868593256989,0.5170920420404183,-0.9466046443039298,-0.9834386394766783,-0.748353095211537
NEW_MODEL_OLD_E,C3,C2,73102,0.49404777717348947,0.490730320598319,-0.6760243734533625,-0.6969379904591662,-0.6760243734533399
NEW_MODEL_OLD_E,C3,C2,MEAN,0.5080173182495942,0.5039111813193686,-0.8148533079727714,-0.8329712581521217,-0.7240906659989954
NEW_MODEL_OLD_E,C3,C0,73101,0.5219868593256989,0.8391930122159516,37.79895069105095,19.604571531063254,40.314112942405025
NEW_MODEL_OLD_E,C3,C0,73102,0.49404777717348947,0.8113359228020309,39.10687752278423,25.60607905448356,40.896367506645944
NEW_MODEL_OLD_E,C3,C0,MEAN,0.5080173182495942,0.8252644675089913,38.44187672552868,22.55210660088005,40.600307276582456
NEW_MODEL_OLD_E,C3,C1,73101,0.5219868593256989,0.6584763906303498,20.72808277514574,14.199902047889688,22.000633734968105
NEW_MODEL_OLD_E,C3,C1,73102,0.49404777717348947,0.6463396783007598,23.562208269133166,22.66014411441687,23.798309742123653
NEW_MODEL_OLD_E,C3,C1,MEAN,0.5080173182495942,0.6524080344655547,22.131964750287572,18.410466748953386,22.890313797486403
